arrival,triage_wait,bed_wait,lab_time,total_time
1.798873356484776,16.509804832165017,0.0,0.0,32.499290083514246
4.618872994412487,42.13669786487182,0.0,0.0,60.70003344196449
2.2078724951001276,38.78277094034461,0.0,0.0,63.36223203611609
7.4803741800735,40.20734096650395,8.33321065378071,0.0,67.40098340403382
1.98556570838006,28.896739751913938,0.0,27.813079971137185,85.94903797967041
1.3117823881983097,0.0,0.0,0.0,102.05748566478889
11.888642602801363,52.803701997841934,38.23738705757941,0.0,102.83220287243577
11.038252966521648,49.73013663342561,0.9781306311426192,19.109571836080534,111.44835258343372
12.972912074099943,76.81254623237062,38.50702023954095,0.0,117.62214251141823
4.546899555549143,38.16605774706139,0.0,8.442646746423094,132.2291451566238
13.629932917953745,79.42911407838176,49.64241643123873,0.0,132.33832904772555
10.747032098108155,41.04128096502442,4.550516836429722,17.45559354405134,150.8627369338945
13.395406990718392,76.43097073549049,37.53600758918266,4.292375199336249,152.5067372406205
11.660854087308609,52.93111981276499,10.189012983464025,0.0,164.5521339007842
12.602390850171895,52.52949014523589,20.804167390677208,21.45565907006531,178.34423845478946
17.278981035273198,91.37368286213805,74.64172705122861,0.0,205.23049552476277
18.87857062013447,114.53503068769984,75.57961771835585,0.0,206.72177051108284
17.418651323628065,104.17293199172256,77.98675739799799,0.0,209.13976274578275
15.401109731560503,83.30264789925755,48.36315793770859,35.717989338646134,212.9694015625293
15.513983029696965,83.46579666761966,69.881860928004,4.434152300564705,217.29068056495754
17.310445663688288,100.70034924052676,83.14032804881033,49.71886804105529,265.2130859720215
19.235467171444956,131.84936430474193,64.78490838129912,0.0,285.38393794599125
18.93771141391075,128.26844454546446,74.51550965503043,0.0,297.3768607561153
15.286225642242387,79.22553341447019,47.26450433486123,54.05713087976585,321.2944368732332
18.82850010410903,108.75501155453324,89.09587525220167,10.399529587025995,328.1516919983926
16.19286177126131,83.41624753563075,67.56032409068158,3.031544146942906,333.8188744781832
23.204973945635253,190.2380107138123,152.4549276016948,0.0,374.42310068010437
23.669407043546485,193.14994004240413,167.65635615344513,0.0,389.4172349398321
12.713729324870853,69.85913699832678,24.93538716876658,84.63505948120326,421.93306640577697
24.76243220721146,198.94813217031907,178.83436973774982,0.0,419.1495690388951
23.18557246760379,188.73537545109508,135.08766094962428,0.0,425.5630213320033
25.43017264429898,198.92296419801644,177.19971757217047,0.0,456.6954291839264
26.980968110000344,215.9122850710489,214.40261917702816,0.0,483.0730110407076
21.002257881714122,158.28838698015915,134.72881681418662,77.58526695904163,491.2298048079753
20.857335073441277,154.60146854476534,125.32876025556294,4.357263982902964,495.7319915991511
20.680576753888936,142.3961369314778,122.0369820134348,9.162372928168793,505.07112284687224
23.102414329459382,172.61814448300905,125.50523315690643,3.812385312543597,506.4616705838454
26.961589629793632,215.54362536920297,206.05514723508279,0.0,513.5618661691179
29.479521951836517,217.25013625714143,289.7567428024713,0.0,512.8767444305146
20.25619531290531,141.81601761064098,111.79656889923231,25.5456055089212,534.8534951093206
31.681262170059096,220.70069651384887,294.3483069548155,0.0,559.1481438902733
23.993260311932005,198.85330704608086,173.91751024820908,76.37856211938583,607.4949922296798
34.59812947749275,223.09508716584014,377.04583509058085,0.0,609.7133081170207
26.905451330440894,210.54955596883678,206.2433788006105,14.6312026253961,619.214003836567
19.814423244737007,141.95908244337468,87.5164177584765,39.818550503546476,666.1235824258174
22.19982172798252,159.38593362785693,126.72158810704315,13.269672592708162,677.00785653528
37.71906987013081,223.3035470018782,413.62259901871687,0.0,665.3234919074578
27.6732306101735,216.43747407796587,237.95646814221038,13.249109999911525,684.7835576530006
40.94767068514311,227.26878143181648,432.61154389818375,0.0,676.0770719369888
