arrival,triage_wait,bed_wait,lab_time,total_time
3.293383307091531,0.0,0.0,0.0,5.461960452301293
0.2116674323934079,0.0,0.0,12.369851819599113,15.833001011119716
3.5219506624102,4.826197455336089,0.0,0.0,48.17231193867011
5.978816816292173,5.7428402247568515,0.0,0.0,54.09302307071526
9.166721871819316,5.046468513529467,0.0,12.229330956187951,54.95744749305281
13.76230937120559,22.030718939585384,23.304738441856067,0.0,67.75885094899718
13.624530799141642,21.649652894006447,16.101810097893207,0.0,79.08195303515629
14.577707500736848,27.978839941496467,49.87305029537054,30.88318459267471,110.24294194896324
14.46219587293739,22.30490557221398,38.96461287796945,13.127438523062935,126.47547234233731
16.023494845075927,34.04111728400912,70.9191856831174,0.0,135.04662839211218
11.732431211939016,15.783034215682775,16.420078907932222,33.350415036628476,162.55565203996417
18.624712268173834,38.69935401908218,88.71890141330758,0.0,163.15928431060613
17.02921811820298,39.86182589089137,73.7782359849075,8.560870094432715,165.8197352281329
24.926398934768727,40.00845109542584,115.65134436164828,0.0,223.27515186018627
26.15303030805451,40.9253661005679,164.3851218738145,0.0,230.55780727594117
22.0473958917584,40.30382593212214,87.21641097352806,65.58452731953935,269.19260398227954
27.17956376835334,47.466605815579236,173.84378377928653,0.0,274.5836254315386
29.37744710251689,61.87890548840583,218.96233771666982,0.0,292.71581669335234
26.837690891940802,44.834556115057545,182.06466800006308,0.0,309.08479880477563
14.806646620570033,28.026786918357352,43.87285272794033,60.878664401951596,337.31201765541954
25.514331960713182,40.618320256418485,158.5770761458762,21.374064250545473,347.9783965658218
27.198070569840453,60.57812712612743,210.50683660896922,36.13139696394347,382.426054920638
26.2086614521062,42.38897338261454,176.52930378795662,0.0,393.8680470655741
32.3551266914103,72.11180524296176,216.56892688151498,0.0,388.44571584753805
40.07788332353007,85.61732578898432,278.41087074088307,0.0,404.55539975103125
39.23703868246076,80.11652413274065,294.38149940516587,0.0,411.70898366556315
42.4597256581635,105.63179023199271,287.3839042799025,0.0,448.7698621867952
44.483156372057394,117.95924386529678,316.1776070934834,0.0,470.4842277991209
45.6003860565576,129.02138166796905,318.91785910297045,0.0,487.0061123979719
47.60281343776708,133.9979905016626,327.64118909822673,0.0,486.59196610003767
57.746585347614435,140.2219517551625,330.1243619006091,0.0,515.912546108947
49.84365083706515,135.86865889768467,344.56777599476135,0.0,526.5942755982949
58.41122509586103,147.19898465139477,366.1359107026443,0.0,530.3273556063974
40.75817973162237,101.63179206644293,296.5417671844051,157.03982765536915,563.7030318000022
29.60412835935093,62.235462888366065,217.6263318614972,66.58660399064058,641.4436871629142
53.893309484954784,144.01008943716366,337.6658259661907,0.0,631.3733268662653
43.059117945061246,116.97836165129169,288.50362211066977,28.321859613511606,656.3105571907156
45.35606606413846,121.34193381592281,316.60782012043205,5.389249551119406,659.4028586227578
47.18765275424603,133.52867789253196,319.39664105756964,7.81022884473191,665.381500777382
